segment,addr,name,note
1,0x3110,seg01_Main_3110,jump-table export 042; CODE 0 routine offset 0x310C
1,0x311C,seg01_Main_311C,jump-table export 043; CODE 0 routine offset 0x3118
1,0x3128,seg01_Main_3128,jump-table export 044; CODE 0 routine offset 0x3124
1,0x3134,seg01_Main_3134,jump-table export 045; CODE 0 routine offset 0x3130
1,0x315A,seg01_Main_315A,jump-table export 046; CODE 0 routine offset 0x3156
1,0x3184,seg01_Main_3184,jump-table export 047; CODE 0 routine offset 0x3180
1,0x31AA,seg01_Main_31AA,jump-table export 048; CODE 0 routine offset 0x31A6
1,0x31CC,seg01_Main_31CC,jump-table export 049; CODE 0 routine offset 0x31C8
1,0x31EE,seg01_Main_31EE,jump-table export 050; CODE 0 routine offset 0x31EA
1,0x3210,seg01_Main_3210,jump-table export 051; CODE 0 routine offset 0x320C
1,0x3222,seg01_Main_3222,jump-table export 052; CODE 0 routine offset 0x321E
1,0x3234,seg01_Main_3234,jump-table export 053; CODE 0 routine offset 0x3230
1,0x3248,seg01_Main_3248,jump-table export 054; CODE 0 routine offset 0x3244
1,0x325C,seg01_Main_325C,jump-table export 055; CODE 0 routine offset 0x3258
1,0x3264,seg01_Main_3264,jump-table export 056; CODE 0 routine offset 0x3260
1,0x3274,seg01_Main_3274,jump-table export 057; CODE 0 routine offset 0x3270
1,0x328E,seg01_Main_328E,jump-table export 058; CODE 0 routine offset 0x328A
1,0x32AC,seg01_Main_32AC,jump-table export 059; CODE 0 routine offset 0x32A8
1,0x32CC,seg01_Main_32CC,jump-table export 060; CODE 0 routine offset 0x32C8
1,0x32E6,seg01_Main_32E6,jump-table export 061; CODE 0 routine offset 0x32E2
1,0x3300,seg01_Main_3300,jump-table export 062; CODE 0 routine offset 0x32FC
1,0x331A,seg01_Main_331A,jump-table export 063; CODE 0 routine offset 0x3316
1,0x332E,seg01_Main_332E,jump-table export 064; CODE 0 routine offset 0x332A
1,0x3348,seg01_Main_3348,jump-table export 065; CODE 0 routine offset 0x3344
1,0x3362,seg01_Main_3362,jump-table export 066; CODE 0 routine offset 0x335E
1,0x336E,seg01_Main_336E,jump-table export 067; CODE 0 routine offset 0x336A
1,0x337A,seg01_Main_337A,jump-table export 068; CODE 0 routine offset 0x3376
1,0x33AA,seg01_Main_33AA,jump-table export 069; CODE 0 routine offset 0x33A6
1,0x33DE,seg01_Main_33DE,jump-table export 070; CODE 0 routine offset 0x33DA
1,0x33FA,seg01_Main_33FA,jump-table export 071; CODE 0 routine offset 0x33F6
1,0x342A,seg01_Main_342A,jump-table export 072; CODE 0 routine offset 0x3426
1,0x3456,seg01_Main_3456,jump-table export 073; CODE 0 routine offset 0x3452
1,0x3506,seg01_Main_3506,jump-table export 074; CODE 0 routine offset 0x3502
1,0x354A,seg01_Main_354A,jump-table export 075; CODE 0 routine offset 0x3546
1,0x3562,seg01_Main_3562,jump-table export 076; CODE 0 routine offset 0x355E
1,0x35E0,seg01_Main_35E0,jump-table export 077; CODE 0 routine offset 0x35DC
1,0x3656,seg01_Main_3656,jump-table export 078; CODE 0 routine offset 0x3652
1,0x36CA,seg01_Main_36CA,jump-table export 079; CODE 0 routine offset 0x36C6
1,0x373E,seg01_Main_373E,jump-table export 080; CODE 0 routine offset 0x373A
1,0x377E,seg01_Main_377E,jump-table export 081; CODE 0 routine offset 0x377A
1,0x37B4,seg01_Main_37B4,jump-table export 082; CODE 0 routine offset 0x37B0
1,0x37EC,seg01_Main_37EC,jump-table export 083; CODE 0 routine offset 0x37E8
1,0x3808,seg01_Main_3808,jump-table export 084; CODE 0 routine offset 0x3804
1,0x3828,seg01_Main_3828,jump-table export 085; CODE 0 routine offset 0x3824
1,0x3848,seg01_Main_3848,jump-table export 086; CODE 0 routine offset 0x3844
1,0x3870,seg01_Main_3870,jump-table export 087; CODE 0 routine offset 0x386C
1,0x388C,seg01_Main_388C,jump-table export 088; CODE 0 routine offset 0x3888
1,0x38A6,seg01_Main_38A6,jump-table export 089; CODE 0 routine offset 0x38A2
1,0x38C6,seg01_Main_38C6,jump-table export 090; CODE 0 routine offset 0x38C2
1,0x39B2,seg01_Main_39B2,jump-table export 091; CODE 0 routine offset 0x39AE
1,0x3B7C,seg01_Main_3B7C,jump-table export 092; CODE 0 routine offset 0x3B78
1,0x3B82,seg01_Main_3B82,jump-table export 093; CODE 0 routine offset 0x3B7E
1,0x3B88,seg01_Main_3B88,jump-table export 094; CODE 0 routine offset 0x3B84
1,0x3B8E,seg01_Main_3B8E,jump-table export 095; CODE 0 routine offset 0x3B8A
1,0x3B94,seg01_Main_3B94,jump-table export 096; CODE 0 routine offset 0x3B90
1,0x3B9A,seg01_Main_3B9A,jump-table export 097; CODE 0 routine offset 0x3B96
1,0x3BAA,seg01_Main_3BAA,jump-table export 098; CODE 0 routine offset 0x3BA6
1,0x3BD0,seg01_Main_3BD0,jump-table export 099; CODE 0 routine offset 0x3BCC
1,0x3C5E,seg01_Main_3C5E,jump-table export 100; CODE 0 routine offset 0x3C5A
1,0x3CE8,seg01_Main_3CE8,jump-table export 101; CODE 0 routine offset 0x3CE4
1,0x3D68,seg01_Main_3D68,jump-table export 102; CODE 0 routine offset 0x3D64
1,0x3E22,seg01_Main_3E22,jump-table export 103; CODE 0 routine offset 0x3E1E
1,0x3FD6,seg01_Main_3FD6,jump-table export 104; CODE 0 routine offset 0x3FD2
1,0x41C2,seg01_Main_41C2,jump-table export 105; CODE 0 routine offset 0x41BE
1,0x4534,seg01_Main_4534,jump-table export 106; CODE 0 routine offset 0x4530
1,0x462A,seg01_Main_462A,jump-table export 107; CODE 0 routine offset 0x4626
1,0x4814,seg01_Main_4814,jump-table export 108; CODE 0 routine offset 0x4810
1,0x497C,seg01_Main_497C,jump-table export 109; CODE 0 routine offset 0x4978
1,0x4D74,seg01_Main_4D74,jump-table export 110; CODE 0 routine offset 0x4D70
1,0x4DCE,seg01_Main_4DCE,jump-table export 111; CODE 0 routine offset 0x4DCA
1,0x550E,seg01_Main_550E,jump-table export 112; CODE 0 routine offset 0x550A
1,0x556A,seg01_Main_556A,jump-table export 113; CODE 0 routine offset 0x5566
1,0x56DE,seg01_Main_56DE,jump-table export 114; CODE 0 routine offset 0x56DA
1,0x5EA0,seg01_Main_5EA0,jump-table export 115; CODE 0 routine offset 0x5E9C
1,0x6028,seg01_Main_6028,jump-table export 116; CODE 0 routine offset 0x6024
1,0x6034,seg01_Main_6034,jump-table export 117; CODE 0 routine offset 0x6030
1,0x603E,seg01_Main_603E,jump-table export 118; CODE 0 routine offset 0x603A
1,0x6048,seg01_Main_6048,jump-table export 119; CODE 0 routine offset 0x6044
1,0x6052,seg01_Main_6052,jump-table export 120; CODE 0 routine offset 0x604E
1,0x605C,seg01_Main_605C,jump-table export 121; CODE 0 routine offset 0x6058
1,0x607E,seg01_Main_607E,jump-table export 122; CODE 0 routine offset 0x607A
1,0x60A2,seg01_Main_60A2,jump-table export 123; CODE 0 routine offset 0x609E
1,0x60CE,seg01_Main_60CE,jump-table export 124; CODE 0 routine offset 0x60CA
1,0x60DC,seg01_Main_60DC,jump-table export 125; CODE 0 routine offset 0x60D8
1,0x6104,seg01_Main_6104,jump-table export 126; CODE 0 routine offset 0x6100
1,0x6114,seg01_Main_6114,jump-table export 127; CODE 0 routine offset 0x6110
1,0x6124,seg01_Main_6124,jump-table export 128; CODE 0 routine offset 0x6120
1,0x6152,seg01_Main_6152,jump-table export 129; CODE 0 routine offset 0x614E
2,0x0004,seg02_Initialize_0004,jump-table export 130; CODE 0 routine offset 0x0000
2,0x0064,seg02_Initialize_0064,jump-table export 131; CODE 0 routine offset 0x0060
2,0x02C8,seg02_Initialize_02C8,jump-table export 132; CODE 0 routine offset 0x02C4
2,0x063A,seg02_Initialize_063A,jump-table export 133; CODE 0 routine offset 0x0636
2,0x0746,seg02_Initialize_0746,jump-table export 134; CODE 0 routine offset 0x0742
2,0x087C,seg02_Initialize_087C,jump-table export 135; CODE 0 routine offset 0x0878
2,0x09E8,seg02_Initialize_09E8,jump-table export 136; CODE 0 routine offset 0x09E4
2,0x0A7A,seg02_Initialize_0A7A,jump-table export 137; CODE 0 routine offset 0x0A76
2,0x0AC0,seg02_Initialize_0AC0,jump-table export 138; CODE 0 routine offset 0x0ABC
2,0x0B68,seg02_Initialize_0B68,jump-table export 139; CODE 0 routine offset 0x0B64
2,0x0B68,seg02_Initialize_0B68,jump-table export 140; CODE 0 routine offset 0x0B64
2,0x0BE8,seg02_Initialize_0BE8,jump-table export 141; CODE 0 routine offset 0x0BE4
2,0x0C2C,seg02_Initialize_0C2C,jump-table export 142; CODE 0 routine offset 0x0C28
2,0x1862,seg02_Initialize_1862,jump-table export 143; CODE 0 routine offset 0x185E
2,0x19BC,seg02_Initialize_19BC,jump-table export 144; CODE 0 routine offset 0x19B8
2,0x1A40,seg02_Initialize_1A40,jump-table export 145; CODE 0 routine offset 0x1A3C
3,0x00B6,seg03_Communication_00B6,jump-table export 146; CODE 0 routine offset 0x00B2
3,0x0166,seg03_Communication_0166,jump-table export 147; CODE 0 routine offset 0x0162
3,0x0264,seg03_Communication_0264,jump-table export 148; CODE 0 routine offset 0x0260
3,0x0526,seg03_Communication_0526,jump-table export 149; CODE 0 routine offset 0x0522
3,0x0540,seg03_Communication_0540,jump-table export 150; CODE 0 routine offset 0x053C
3,0x1670,seg03_Communication_1670,jump-table export 151; CODE 0 routine offset 0x166C
3,0x1DD2,seg03_Communication_1DD2,jump-table export 152; CODE 0 routine offset 0x1DCE
3,0x2064,seg03_Communication_2064,jump-table export 153; CODE 0 routine offset 0x2060
3,0x211E,seg03_Communication_211E,jump-table export 154; CODE 0 routine offset 0x211A
3,0x2142,seg03_Communication_2142,jump-table export 155; CODE 0 routine offset 0x213E
3,0x22D6,seg03_Communication_22D6,jump-table export 156; CODE 0 routine offset 0x22D2
3,0x22F6,seg03_Communication_22F6,jump-table export 157; CODE 0 routine offset 0x22F2
3,0x2316,seg03_Communication_2316,jump-table export 158; CODE 0 routine offset 0x2312
3,0x2336,seg03_Communication_2336,jump-table export 159; CODE 0 routine offset 0x2332
3,0x2356,seg03_Communication_2356,jump-table export 160; CODE 0 routine offset 0x2352
3,0x2376,seg03_Communication_2376,jump-table export 161; CODE 0 routine offset 0x2372
4,0x0004,seg04_load_0004,jump-table export 162; CODE 0 routine offset 0x0000
5,0x0056,seg05_Score_0056,jump-table export 163; CODE 0 routine offset 0x0052
5,0x0088,seg05_Score_0088,jump-table export 164; CODE 0 routine offset 0x0084
5,0x0130,seg05_Score_0130,jump-table export 165; CODE 0 routine offset 0x012C
5,0x07DA,seg05_Score_07DA,jump-table export 166; CODE 0 routine offset 0x07D6
5,0x0882,seg05_Score_0882,jump-table export 167; CODE 0 routine offset 0x087E
5,0x0A08,seg05_Score_0A08,jump-table export 168; CODE 0 routine offset 0x0A04
5,0x0A8C,seg05_Score_0A8C,jump-table export 169; CODE 0 routine offset 0x0A88
5,0x0B2A,seg05_Score_0B2A,jump-table export 170; CODE 0 routine offset 0x0B26
5,0x112C,seg05_Score_112C,jump-table export 171; CODE 0 routine offset 0x1128
6,0x09AE,seg06_Traffic_09AE,jump-table export 172; CODE 0 routine offset 0x09AA
6,0x1844,seg06_Traffic_1844,jump-table export 173; CODE 0 routine offset 0x1840
6,0x1E10,seg06_Traffic_1E10,jump-table export 174; CODE 0 routine offset 0x1E0C
6,0x1E16,seg06_Traffic_1E16,jump-table export 175; CODE 0 routine offset 0x1E12
6,0x1E1C,seg06_Traffic_1E1C,jump-table export 176; CODE 0 routine offset 0x1E18
6,0x1E22,seg06_Traffic_1E22,jump-table export 177; CODE 0 routine offset 0x1E1E
6,0x1E28,seg06_Traffic_1E28,jump-table export 178; CODE 0 routine offset 0x1E24
6,0x1E2E,seg06_Traffic_1E2E,jump-table export 179; CODE 0 routine offset 0x1E2A
6,0x1E34,seg06_Traffic_1E34,jump-table export 180; CODE 0 routine offset 0x1E30
6,0x1E3A,seg06_Traffic_1E3A,jump-table export 181; CODE 0 routine offset 0x1E36
6,0x2154,seg06_Traffic_2154,jump-table export 182; CODE 0 routine offset 0x2150
6,0x258E,seg06_Traffic_258E,jump-table export 183; CODE 0 routine offset 0x258A
6,0x25F2,seg06_Traffic_25F2,jump-table export 184; CODE 0 routine offset 0x25EE
6,0x31C2,seg06_Traffic_31C2,jump-table export 185; CODE 0 routine offset 0x31BE
6,0x34F2,seg06_Traffic_34F2,jump-table export 186; CODE 0 routine offset 0x34EE
6,0x370E,seg06_Traffic_370E,jump-table export 187; CODE 0 routine offset 0x370A
6,0x3D7C,seg06_Traffic_3D7C,jump-table export 188; CODE 0 routine offset 0x3D78
6,0x4168,seg06_Traffic_4168,jump-table export 189; CODE 0 routine offset 0x4164
6,0x4406,seg06_Traffic_4406,jump-table export 190; CODE 0 routine offset 0x4402
6,0x4932,seg06_Traffic_4932,jump-table export 191; CODE 0 routine offset 0x492E
6,0x4A56,seg06_Traffic_4A56,jump-table export 192; CODE 0 routine offset 0x4A52
6,0x516C,seg06_Traffic_516C,jump-table export 193; CODE 0 routine offset 0x5168
6,0x51A0,seg06_Traffic_51A0,jump-table export 194; CODE 0 routine offset 0x519C
6,0x51B6,seg06_Traffic_51B6,jump-table export 195; CODE 0 routine offset 0x51B2
6,0x51F8,seg06_Traffic_51F8,jump-table export 196; CODE 0 routine offset 0x51F4
6,0x5338,seg06_Traffic_5338,jump-table export 197; CODE 0 routine offset 0x5334
6,0x53C2,seg06_Traffic_53C2,jump-table export 198; CODE 0 routine offset 0x53BE
6,0x53E2,seg06_Traffic_53E2,jump-table export 199; CODE 0 routine offset 0x53DE
6,0x5402,seg06_Traffic_5402,jump-table export 200; CODE 0 routine offset 0x53FE
6,0x5418,seg06_Traffic_5418,jump-table export 201; CODE 0 routine offset 0x5414
6,0x542E,seg06_Traffic_542E,jump-table export 202; CODE 0 routine offset 0x542A
6,0x546C,seg06_Traffic_546C,jump-table export 203; CODE 0 routine offset 0x5468
6,0x54B0,seg06_Traffic_54B0,jump-table export 204; CODE 0 routine offset 0x54AC
6,0x54D0,seg06_Traffic_54D0,jump-table export 205; CODE 0 routine offset 0x54CC
6,0x54F0,seg06_Traffic_54F0,jump-table export 206; CODE 0 routine offset 0x54EC
6,0x54F8,seg06_Traffic_54F8,jump-table export 207; CODE 0 routine offset 0x54F4
6,0x5524,seg06_Traffic_5524,jump-table export 208; CODE 0 routine offset 0x5520
6,0x554E,seg06_Traffic_554E,jump-table export 209; CODE 0 routine offset 0x554A
6,0x5578,seg06_Traffic_5578,jump-table export 210; CODE 0 routine offset 0x5574
6,0x5602,seg06_Traffic_5602,jump-table export 211; CODE 0 routine offset 0x55FE
6,0x5632,seg06_Traffic_5632,jump-table export 212; CODE 0 routine offset 0x562E
6,0x565C,seg06_Traffic_565C,jump-table export 213; CODE 0 routine offset 0x5658
6,0x5688,seg06_Traffic_5688,jump-table export 214; CODE 0 routine offset 0x5684
6,0x5752,seg06_Traffic_5752,jump-table export 215; CODE 0 routine offset 0x574E
6,0x57DC,seg06_Traffic_57DC,jump-table export 216; CODE 0 routine offset 0x57D8
6,0x5856,seg06_Traffic_5856,jump-table export 217; CODE 0 routine offset 0x5852
6,0x586E,seg06_Traffic_586E,jump-table export 218; CODE 0 routine offset 0x586A
6,0x5886,seg06_Traffic_5886,jump-table export 219; CODE 0 routine offset 0x5882
6,0x58B2,seg06_Traffic_58B2,jump-table export 220; CODE 0 routine offset 0x58AE
6,0x593C,seg06_Traffic_593C,jump-table export 221; CODE 0 routine offset 0x5938
6,0x5970,seg06_Traffic_5970,jump-table export 222; CODE 0 routine offset 0x596C
6,0x59A2,seg06_Traffic_59A2,jump-table export 223; CODE 0 routine offset 0x599E
6,0x59C8,seg06_Traffic_59C8,jump-table export 224; CODE 0 routine offset 0x59C4
6,0x59EE,seg06_Traffic_59EE,jump-table export 225; CODE 0 routine offset 0x59EA
6,0x5A78,seg06_Traffic_5A78,jump-table export 226; CODE 0 routine offset 0x5A74
6,0x5A8E,seg06_Traffic_5A8E,jump-table export 227; CODE 0 routine offset 0x5A8A
6,0x5A9E,seg06_Traffic_5A9E,jump-table export 228; CODE 0 routine offset 0x5A9A
6,0x5AC2,seg06_Traffic_5AC2,jump-table export 229; CODE 0 routine offset 0x5ABE
6,0x5B26,seg06_Traffic_5B26,jump-table export 230; CODE 0 routine offset 0x5B22
6,0x5B50,seg06_Traffic_5B50,jump-table export 231; CODE 0 routine offset 0x5B4C
6,0x5BC8,seg06_Traffic_5BC8,jump-table export 232; CODE 0 routine offset 0x5BC4
6,0x6008,seg06_Traffic_6008,jump-table export 233; CODE 0 routine offset 0x6004
6,0x60EE,seg06_Traffic_60EE,jump-table export 234; CODE 0 routine offset 0x60EA
6,0x610E,seg06_Traffic_610E,jump-table export 235; CODE 0 routine offset 0x610A
6,0x612E,seg06_Traffic_612E,jump-table export 236; CODE 0 routine offset 0x612A
6,0x6590,seg06_Traffic_6590,jump-table export 237; CODE 0 routine offset 0x658C
6,0x65E0,seg06_Traffic_65E0,jump-table export 238; CODE 0 routine offset 0x65DC
6,0x6634,seg06_Traffic_6634,jump-table export 239; CODE 0 routine offset 0x6630
6,0x666A,seg06_Traffic_666A,jump-table export 240; CODE 0 routine offset 0x6666
6,0x6686,seg06_Traffic_6686,jump-table export 241; CODE 0 routine offset 0x6682
6,0x6726,seg06_Traffic_6726,jump-table export 242; CODE 0 routine offset 0x6722
6,0x6786,seg06_Traffic_6786,jump-table export 243; CODE 0 routine offset 0x6782
6,0x67A4,seg06_Traffic_67A4,jump-table export 244; CODE 0 routine offset 0x67A0
6,0x6850,seg06_Traffic_6850,jump-table export 245; CODE 0 routine offset 0x684C
6,0x69BE,seg06_Traffic_69BE,jump-table export 246; CODE 0 routine offset 0x69BA
6,0x69DE,seg06_Traffic_69DE,jump-table export 247; CODE 0 routine offset 0x69DA
6,0x6A82,seg06_Traffic_6A82,jump-table export 248; CODE 0 routine offset 0x6A7E
6,0x6CB2,seg06_Traffic_6CB2,jump-table export 249; CODE 0 routine offset 0x6CAE
6,0x6CD2,seg06_Traffic_6CD2,jump-table export 250; CODE 0 routine offset 0x6CCE
6,0x6D24,seg06_Traffic_6D24,jump-table export 251; CODE 0 routine offset 0x6D20
7,0x0004,seg07_FRED_0004,jump-table export 252; CODE 0 routine offset 0x0000
7,0x0018,seg07_FRED_0018,jump-table export 253; CODE 0 routine offset 0x0014
7,0x002C,seg07_FRED_002C,jump-table export 254; CODE 0 routine offset 0x0028
7,0x00FC,seg07_FRED_00FC,jump-table export 255; CODE 0 routine offset 0x00F8
7,0x018A,seg07_FRED_018A,jump-table export 256; CODE 0 routine offset 0x0186
7,0x0190,seg07_FRED_0190,jump-table export 257; CODE 0 routine offset 0x018C
7,0x019C,seg07_FRED_019C,jump-table export 258; CODE 0 routine offset 0x0198
7,0x01A8,seg07_FRED_01A8,jump-table export 259; CODE 0 routine offset 0x01A4
7,0x03F4,seg07_FRED_03F4,jump-table export 260; CODE 0 routine offset 0x03F0
7,0x040A,seg07_FRED_040A,jump-table export 261; CODE 0 routine offset 0x0406
7,0x0506,seg07_FRED_0506,jump-table export 262; CODE 0 routine offset 0x0502
7,0x06F2,seg07_FRED_06F2,jump-table export 263; CODE 0 routine offset 0x06EE
7,0x091C,seg07_FRED_091C,jump-table export 264; CODE 0 routine offset 0x0918
7,0x0932,seg07_FRED_0932,jump-table export 265; CODE 0 routine offset 0x092E
7,0x094A,seg07_FRED_094A,jump-table export 266; CODE 0 routine offset 0x0946
7,0x0950,seg07_FRED_0950,jump-table export 267; CODE 0 routine offset 0x094C
7,0x0956,seg07_FRED_0956,jump-table export 268; CODE 0 routine offset 0x0952
7,0x095C,seg07_FRED_095C,jump-table export 269; CODE 0 routine offset 0x0958
7,0x0972,seg07_FRED_0972,jump-table export 270; CODE 0 routine offset 0x096E
7,0x09A4,seg07_FRED_09A4,jump-table export 271; CODE 0 routine offset 0x09A0
7,0x09AA,seg07_FRED_09AA,jump-table export 272; CODE 0 routine offset 0x09A6
7,0x09B0,seg07_FRED_09B0,jump-table export 273; CODE 0 routine offset 0x09AC
7,0x09BC,seg07_FRED_09BC,jump-table export 274; CODE 0 routine offset 0x09B8
7,0x09C8,seg07_FRED_09C8,jump-table export 275; CODE 0 routine offset 0x09C4
7,0x09E2,seg07_FRED_09E2,jump-table export 276; CODE 0 routine offset 0x09DE
7,0x0A04,seg07_FRED_0A04,jump-table export 277; CODE 0 routine offset 0x0A00
7,0x0A20,seg07_FRED_0A20,jump-table export 278; CODE 0 routine offset 0x0A1C
7,0x0A42,seg07_FRED_0A42,jump-table export 279; CODE 0 routine offset 0x0A3E
7,0x0A56,seg07_FRED_0A56,jump-table export 280; CODE 0 routine offset 0x0A52
7,0x0A78,seg07_FRED_0A78,jump-table export 281; CODE 0 routine offset 0x0A74
7,0x0A94,seg07_FRED_0A94,jump-table export 282; CODE 0 routine offset 0x0A90
7,0x0AB6,seg07_FRED_0AB6,jump-table export 283; CODE 0 routine offset 0x0AB2
7,0x0AD0,seg07_FRED_0AD0,jump-table export 284; CODE 0 routine offset 0x0ACC
7,0x0AE4,seg07_FRED_0AE4,jump-table export 285; CODE 0 routine offset 0x0AE0
7,0x0AFE,seg07_FRED_0AFE,jump-table export 286; CODE 0 routine offset 0x0AFA
7,0x0B20,seg07_FRED_0B20,jump-table export 287; CODE 0 routine offset 0x0B1C
7,0x0B26,seg07_FRED_0B26,jump-table export 288; CODE 0 routine offset 0x0B22
7,0x0B3C,seg07_FRED_0B3C,jump-table export 289; CODE 0 routine offset 0x0B38
7,0x0B50,seg07_FRED_0B50,jump-table export 290; CODE 0 routine offset 0x0B4C
7,0x0B66,seg07_FRED_0B66,jump-table export 291; CODE 0 routine offset 0x0B62
7,0x0B7C,seg07_FRED_0B7C,jump-table export 292; CODE 0 routine offset 0x0B78
7,0x0B92,seg07_FRED_0B92,jump-table export 293; CODE 0 routine offset 0x0B8E
7,0x0BA8,seg07_FRED_0BA8,jump-table export 294; CODE 0 routine offset 0x0BA4
7,0x0BBE,seg07_FRED_0BBE,jump-table export 295; CODE 0 routine offset 0x0BBA
7,0x0BD4,seg07_FRED_0BD4,jump-table export 296; CODE 0 routine offset 0x0BD0
7,0x0BE8,seg07_FRED_0BE8,jump-table export 297; CODE 0 routine offset 0x0BE4
7,0x0BFE,seg07_FRED_0BFE,jump-table export 298; CODE 0 routine offset 0x0BFA
7,0x0C14,seg07_FRED_0C14,jump-table export 299; CODE 0 routine offset 0x0C10
7,0x0C2A,seg07_FRED_0C2A,jump-table export 300; CODE 0 routine offset 0x0C26
7,0x0C40,seg07_FRED_0C40,jump-table export 301; CODE 0 routine offset 0x0C3C
7,0x0C56,seg07_FRED_0C56,jump-table export 302; CODE 0 routine offset 0x0C52
7,0x0C6C,seg07_FRED_0C6C,jump-table export 303; CODE 0 routine offset 0x0C68
7,0x0C82,seg07_FRED_0C82,jump-table export 304; CODE 0 routine offset 0x0C7E
7,0x0CAA,seg07_FRED_0CAA,jump-table export 305; CODE 0 routine offset 0x0CA6
7,0x0CC0,seg07_FRED_0CC0,jump-table export 306; CODE 0 routine offset 0x0CBC
7,0x0CD8,seg07_FRED_0CD8,jump-table export 307; CODE 0 routine offset 0x0CD4
7,0x0CF0,seg07_FRED_0CF0,jump-table export 308; CODE 0 routine offset 0x0CEC
7,0x0D06,seg07_FRED_0D06,jump-table export 309; CODE 0 routine offset 0x0D02
7,0x0D1C,seg07_FRED_0D1C,jump-table export 310; CODE 0 routine offset 0x0D18
7,0x0D34,seg07_FRED_0D34,jump-table export 311; CODE 0 routine offset 0x0D30
7,0x0D36,seg07_FRED_0D36,jump-table export 312; CODE 0 routine offset 0x0D32
7,0x0D5E,seg07_FRED_0D5E,jump-table export 313; CODE 0 routine offset 0x0D5A
7,0x0D88,seg07_FRED_0D88,jump-table export 314; CODE 0 routine offset 0x0D84
7,0x0D9E,seg07_FRED_0D9E,jump-table export 315; CODE 0 routine offset 0x0D9A
